station,pollutant,date,corrected_measure,corrected_measure_validity,non-volatil_measure,non-volatil_measure_validity
FR22010,PM10,2007/01/29,-999,-1,-999,-1
FR22010,PM10,2007/01/30,-999,-1,-999,-1
FR22010,PM10,2007/01/31,-999,-1,-999,-1
FR22010,PM10,2007/02/01,-999,-1,-999,-1
FR22010,PM10,2007/02/02,-999,-1,-999,-1
FR22010,PM10,2007/02/03,-999,-1,-999,-1
FR22010,PM10,2007/02/04,-999,-1,-999,-1
FR22010,PM10,2007/02/05,-999,-1,-999,-1
FR22010,PM10,2007/02/06,-999,-1,-999,-1
FR22010,PM10,2007/02/07,-999,-1,-999,-1
FR22010,PM10,2007/02/08,-999,-1,-999,-1
FR22010,PM10,2007/02/09,-999,-1,-999,-1
FR22010,PM10,2007/02/10,-999,-1,-999,-1
FR22010,PM10,2007/02/11,-999,-1,-999,-1
FR22010,PM10,2007/02/12,-999,-1,-999,-1
FR22010,PM10,2007/02/13,-999,-1,-999,-1
FR22010,PM10,2007/02/14,-999,-1,-999,-1
FR22010,PM10,2007/02/15,-999,-1,-999,-1
FR22010,PM10,2007/02/16,-999,-1,-999,-1
FR22010,PM10,2007/02/17,-999,-1,-999,-1
FR22010,PM10,2007/02/18,-999,-1,-999,-1
FR22010,PM10,2007/02/19,-999,-1,-999,-1
FR22010,PM10,2007/02/20,-999,-1,-999,-1
FR22010,PM10,2007/02/21,-999,-1,-999,-1
FR22010,PM10,2007/02/22,-999,-1,-999,-1
FR22010,PM10,2007/02/23,-999,-1,-999,-1
FR22010,PM10,2007/02/24,-999,-1,-999,-1
FR22010,PM10,2007/02/25,-999,-1,-999,-1
FR22010,PM10,2007/02/26,-999,-1,-999,-1
FR22010,PM10,2007/02/27,-999,-1,-999,-1
FR22010,PM10,2007/02/28,-999,-1,-999,-1
FR22010,PM10,2007/03/01,-999,-1,-999,-1
FR22010,PM10,2007/03/02,15,1,13,1
FR22010,PM10,2007/03/03,8,1,6,1
FR22010,PM10,2007/03/04,10,1,9,1
FR22010,PM10,2007/03/05,11,1,9,1
FR22010,PM10,2007/03/06,8,1,7,1
FR22010,PM10,2007/03/07,9,1,7,1
FR22010,PM10,2007/03/08,18,1,17,1
FR22010,PM10,2007/03/09,19,1,17,1
FR22010,PM10,2007/03/10,21,1,19,1
FR22010,PM10,2007/03/11,26,1,23,1
FR22010,PM10,2007/03/12,22,1,17,1
FR22010,PM10,2007/03/13,32,1,25,1
FR22010,PM10,2007/03/14,57,1,33,1
FR22010,PM10,2007/03/15,42,1,25,1
FR22010,PM10,2007/03/16,56,1,30,1
FR22010,PM10,2007/03/17,24,1,19,1
FR22010,PM10,2007/03/18,8,1,7,1
FR22010,PM10,2007/03/19,8,1,6,1
FR22010,PM10,2007/03/20,13,1,12,1
FR22010,PM10,2007/03/21,15,1,12,1
FR22010,PM10,2007/03/22,12,1,10,1
FR22010,PM10,2007/03/23,11,1,10,1
FR22010,PM10,2007/03/24,12,1,10,1
FR22010,PM10,2007/03/25,18,1,17,1
FR22010,PM10,2007/03/26,24,1,23,1
FR22010,PM10,2007/03/27,35,1,34,1
FR22010,PM10,2007/03/28,36,1,33,1
FR22010,PM10,2007/03/29,14,1,12,1
FR22010,PM10,2007/03/30,13,1,11,1
FR22010,PM10,2007/03/31,19,1,17,1
FR22010,PM10,2007/04/01,39,1,37,1
FR22010,PM10,2007/04/02,40,1,38,1
FR22010,PM10,2007/04/03,38,1,35,1
FR22010,PM10,2007/04/04,12,1,11,1
FR22010,PM10,2007/04/05,17,1,13,1
FR22010,PM10,2007/04/06,18,1,13,1
FR22010,PM10,2007/04/07,31,1,23,1
FR22010,PM10,2007/04/08,15,1,12,1
FR22010,PM10,2007/04/09,15,1,12,1
FR22010,PM10,2007/04/10,29,1,26,1
FR22010,PM10,2007/04/11,26,1,23,1
FR22010,PM10,2007/04/12,29,1,26,1
FR22010,PM10,2007/04/13,30,1,28,1
FR22010,PM10,2007/04/14,30,1,29,1
FR22010,PM10,2007/04/15,26,1,24,1
FR22010,PM10,2007/04/16,22,1,19,1
FR22010,PM10,2007/04/17,33,1,26,1
FR22010,PM10,2007/04/18,23,1,19,1
FR22010,PM10,2007/04/19,20,1,19,1
FR22010,PM10,2007/04/20,24,1,21,1
FR22010,PM10,2007/04/21,25,1,22,1
FR22010,PM10,2007/04/22,24,1,20,1
FR22010,PM10,2007/04/23,23,1,19,1
FR22010,PM10,2007/04/24,39,1,37,1
FR22010,PM10,2007/04/25,37,1,32,1
FR22010,PM10,2007/04/26,31,1,27,1
FR22010,PM10,2007/04/27,35,1,30,1
FR22010,PM10,2007/04/28,26,1,23,1
FR22010,PM10,2007/04/29,25,1,23,1
FR22010,PM10,2007/04/30,20,1,18,1
FR22010,PM10,2007/05/01,24,1,23,1
FR22010,PM10,2007/05/02,25,1,21,1
FR22010,PM10,2007/05/03,22,1,20,1
FR22010,PM10,2007/05/04,25,1,23,1
FR22010,PM10,2007/05/05,28,1,25,1
FR22010,PM10,2007/05/06,19,1,17,1
FR22010,PM10,2007/05/07,15,1,15,1
FR22010,PM10,2007/05/08,10,1,8,1
FR22010,PM10,2007/05/09,9,1,8,1
FR22010,PM10,2007/05/10,19,1,18,1
FR22010,PM10,2007/05/11,18,1,16,1
FR22010,PM10,2007/05/12,13,1,12,1
FR22010,PM10,2007/05/13,17,1,16,1
FR22010,PM10,2007/05/14,8,1,8,1
FR22010,PM10,2007/05/15,11,1,9,1
FR22010,PM10,2007/05/16,9,1,7,1
FR22010,PM10,2007/05/17,7,1,7,1
FR22010,PM10,2007/05/18,11,1,11,1
FR22010,PM10,2007/05/19,11,1,11,1
FR22010,PM10,2007/05/20,11,1,11,1
FR22010,PM10,2007/05/21,16,1,16,1
FR22010,PM10,2007/05/22,20,1,20,1
FR22010,PM10,2007/05/23,27,1,24,1
FR22010,PM10,2007/05/24,21,1,19,1
FR22010,PM10,2007/05/25,39,1,36,1
FR22010,PM10,2007/05/26,29,1,26,1
FR22010,PM10,2007/05/27,15,1,14,1
FR22010,PM10,2007/05/28,7,1,6,1
FR22010,PM10,2007/05/29,14,1,13,1
FR22010,PM10,2007/05/30,12,1,10,1
FR22010,PM10,2007/05/31,12,1,11,1
FR22010,PM10,2007/06/01,7,1,5,1
FR22010,PM10,2007/06/02,17,1,15,1
FR22010,PM10,2007/06/03,14,1,12,1
FR22010,PM10,2007/06/04,18,1,16,1
FR22010,PM10,2007/06/05,21,1,18,1
FR22010,PM10,2007/06/06,25,1,24,1
FR22010,PM10,2007/06/07,27,1,25,1
FR22010,PM10,2007/06/08,24,1,23,1
FR22010,PM10,2007/06/09,27,1,25,1
FR22010,PM10,2007/06/10,26,1,23,1
FR22010,PM10,2007/06/11,26,1,24,1
FR22010,PM10,2007/06/12,29,1,26,1
FR22010,PM10,2007/06/13,24,1,23,1
FR22010,PM10,2007/06/14,-999,-1,-999,-1
FR22010,PM10,2007/06/15,-999,-1,-999,-1
FR22010,PM10,2007/06/16,-999,-1,-999,-1
FR22010,PM10,2007/06/17,-999,-1,-999,-1
FR22010,PM10,2007/06/18,-999,-1,-999,-1
FR22010,PM10,2007/06/19,16,1,16,1
FR22010,PM10,2007/06/20,-999,-1,-999,-1
FR22010,PM10,2007/06/21,15,1,12,1
FR22010,PM10,2007/06/22,10,1,9,1
FR22010,PM10,2007/06/23,8,1,7,1
FR22010,PM10,2007/06/24,11,1,11,1
FR22010,PM10,2007/06/25,9,1,9,1
FR22010,PM10,2007/06/26,6,1,6,1
FR22010,PM10,2007/06/27,14,1,12,1
FR22010,PM10,2007/06/28,10,1,8,1
FR22010,PM10,2007/06/29,12,1,12,1
FR22010,PM10,2007/06/30,8,1,7,1
FR22010,PM10,2007/07/01,11,1,10,1
FR22010,PM10,2007/07/02,12,1,11,1
FR22010,PM10,2007/07/03,8,1,8,1
FR22010,PM10,2007/07/04,9,1,8,1
FR22010,PM10,2007/07/05,11,1,10,1
FR22010,PM10,2007/07/06,17,1,15,1
FR22010,PM10,2007/07/07,15,1,15,1
FR22010,PM10,2007/07/08,16,1,15,1
FR22010,PM10,2007/07/09,10,1,10,1
FR22010,PM10,2007/07/10,9,1,7,1
FR22010,PM10,2007/07/11,18,1,16,1
FR22010,PM10,2007/07/12,17,1,16,1
FR22010,PM10,2007/07/13,15,1,12,1
FR22010,PM10,2007/07/14,21,1,19,1
FR22010,PM10,2007/07/15,19,1,16,1
FR22010,PM10,2007/07/16,24,1,20,1
FR22010,PM10,2007/07/17,18,1,17,1
FR22010,PM10,2007/07/18,22,1,19,1
FR22010,PM10,2007/07/19,19,1,18,1
FR22010,PM10,2007/07/20,16,1,13,1
FR22010,PM10,2007/07/21,15,1,13,1
FR22010,PM10,2007/07/22,9,1,9,1
FR22010,PM10,2007/07/23,13,1,12,1
FR22010,PM10,2007/07/24,10,1,9,1
FR22010,PM10,2007/07/25,12,1,11,1
FR22010,PM10,2007/07/26,21,1,19,1
FR22010,PM10,2007/07/27,16,1,15,1
FR22010,PM10,2007/07/28,14,1,13,1
FR22010,PM10,2007/07/29,11,1,9,1
FR22010,PM10,2007/07/30,13,1,10,1
FR22010,PM10,2007/07/31,13,1,12,1
FR22010,PM10,2007/08/01,19,1,17,1
FR22010,PM10,2007/08/02,20,1,19,1
FR22010,PM10,2007/08/03,25,1,24,1
FR22010,PM10,2007/08/04,20,1,18,1
FR22010,PM10,2007/08/05,20,1,17,1
FR22010,PM10,2007/08/06,22,1,19,1
FR22010,PM10,2007/08/07,14,1,12,1
FR22010,PM10,2007/08/08,13,1,11,1
FR22010,PM10,2007/08/09,8,1,5,1
FR22010,PM10,2007/08/10,15,1,13,1
FR22010,PM10,2007/08/11,19,1,15,1
FR22010,PM10,2007/08/12,21,1,18,1
FR22010,PM10,2007/08/13,16,1,14,1
FR22010,PM10,2007/08/14,12,1,12,1
FR22010,PM10,2007/08/15,14,1,14,1
FR22010,PM10,2007/08/16,10,1,7,1
FR22010,PM10,2007/08/17,11,1,8,1
FR22010,PM10,2007/08/18,10,1,7,1
FR22010,PM10,2007/08/19,9,1,8,1
FR22010,PM10,2007/08/20,7,1,5,1
FR22010,PM10,2007/08/21,12,1,10,1
FR22010,PM10,2007/08/22,8,1,8,1
FR22010,PM10,2007/08/23,9,1,8,1
FR22010,PM10,2007/08/24,16,1,13,1
FR22010,PM10,2007/08/25,16,1,13,1
FR22010,PM10,2007/08/26,16,1,13,1
FR22010,PM10,2007/08/27,21,1,18,1
FR22010,PM10,2007/08/28,21,1,19,1
FR22010,PM10,2007/08/29,21,1,19,1
FR22010,PM10,2007/08/30,17,1,15,1
FR22010,PM10,2007/08/31,21,1,19,1
FR22010,PM10,2007/09/01,17,1,16,1
FR22010,PM10,2007/09/02,13,1,11,1
FR22010,PM10,2007/09/03,11,1,8,1
FR22010,PM10,2007/09/04,10,1,9,1
FR22010,PM10,2007/09/05,14,1,11,1
FR22010,PM10,2007/09/06,32,1,30,1
FR22010,PM10,2007/09/07,12,1,11,1
FR22010,PM10,2007/09/08,12,1,11,1
FR22010,PM10,2007/09/09,13,1,10,1
FR22010,PM10,2007/09/10,11,1,10,1
FR22010,PM10,2007/09/11,14,1,13,1
FR22010,PM10,2007/09/12,15,1,13,1
FR22010,PM10,2007/09/13,16,1,14,1
FR22010,PM10,2007/09/14,25,1,20,1
FR22010,PM10,2007/09/15,28,1,26,1
FR22010,PM10,2007/09/16,20,1,17,1
FR22010,PM10,2007/09/17,22,1,20,1
FR22010,PM10,2007/09/18,14,1,11,1
FR22010,PM10,2007/09/19,13,1,10,1
FR22010,PM10,2007/09/20,11,1,9,1
FR22010,PM10,2007/09/21,19,1,16,1
FR22010,PM10,2007/09/22,22,1,19,1
FR22010,PM10,2007/09/23,28,1,24,1
FR22010,PM10,2007/09/24,17,1,14,1
FR22010,PM10,2007/09/25,10,1,8,1
FR22010,PM10,2007/09/26,13,1,10,1
FR22010,PM10,2007/09/27,10,1,7,1
FR22010,PM10,2007/09/28,10,1,8,1
FR22010,PM10,2007/09/29,11,1,10,1
FR22010,PM10,2007/09/30,12,1,11,1
FR22010,PM10,2007/10/01,30,1,27,1
FR22010,PM10,2007/10/02,35,1,26,1
FR22010,PM10,2007/10/03,20,1,18,1
FR22010,PM10,2007/10/04,25,1,20,1
FR22010,PM10,2007/10/05,25,1,23,1
FR22010,PM10,2007/10/06,17,1,14,1
FR22010,PM10,2007/10/07,20,1,17,1
FR22010,PM10,2007/10/08,26,1,24,1
FR22010,PM10,2007/10/09,36,1,31,1
FR22010,PM10,2007/10/10,29,1,27,1
FR22010,PM10,2007/10/11,30,1,26,1
FR22010,PM10,2007/10/12,29,1,25,1
FR22010,PM10,2007/10/13,21,1,18,1
FR22010,PM10,2007/10/14,18,1,16,1
FR22010,PM10,2007/10/15,25,1,21,1
FR22010,PM10,2007/10/16,21,1,20,1
FR22010,PM10,2007/10/17,19,1,17,1
FR22010,PM10,2007/10/18,15,1,12,1
FR22010,PM10,2007/10/19,19,1,18,1
FR22010,PM10,2007/10/20,13,1,11,1
FR22010,PM10,2007/10/21,24,1,20,1
FR22010,PM10,2007/10/22,13,1,11,1
FR22010,PM10,2007/10/23,21,1,18,1
FR22010,PM10,2007/10/24,18,1,17,1
FR22010,PM10,2007/10/25,17,1,17,1
FR22010,PM10,2007/10/26,27,1,24,1
FR22010,PM10,2007/10/27,24,1,22,1
FR22010,PM10,2007/10/28,32,1,29,1
FR22010,PM10,2007/10/29,25,1,23,1
FR22010,PM10,2007/10/30,11,1,9,1
FR22010,PM10,2007/10/31,16,1,14,1
FR22010,PM10,2007/11/01,19,1,17,1
FR22010,PM10,2007/11/02,30,1,29,1
FR22010,PM10,2007/11/03,18,1,17,1
FR22010,PM10,2007/11/04,14,1,12,1
FR22010,PM10,2007/11/05,21,1,19,1
FR22010,PM10,2007/11/06,20,1,18,1
FR22010,PM10,2007/11/07,18,1,17,1
FR22010,PM10,2007/11/08,12,1,12,1
FR22010,PM10,2007/11/09,10,1,9,1
FR22010,PM10,2007/11/10,12,1,11,1
FR22010,PM10,2007/11/11,9,1,9,1
FR22010,PM10,2007/11/12,14,1,12,1
FR22010,PM10,2007/11/13,12,1,12,1
FR22010,PM10,2007/11/14,9,1,7,1
FR22010,PM10,2007/11/15,17,1,15,1
FR22010,PM10,2007/11/16,18,1,16,1
FR22010,PM10,2007/11/17,39,1,33,1
FR22010,PM10,2007/11/18,23,1,19,1
FR22010,PM10,2007/11/19,25,1,22,1
FR22010,PM10,2007/11/20,25,1,24,1
FR22010,PM10,2007/11/21,22,1,20,1
FR22010,PM10,2007/11/22,28,1,26,1
FR22010,PM10,2007/11/23,20,1,18,1
FR22010,PM10,2007/11/24,17,1,15,1
FR22010,PM10,2007/11/25,12,1,12,1
FR22010,PM10,2007/11/26,14,1,13,1
FR22010,PM10,2007/11/27,18,1,16,1
FR22010,PM10,2007/11/28,21,1,20,1
FR22010,PM10,2007/11/29,21,1,19,1
FR22010,PM10,2007/11/30,13,1,10,1
FR22010,PM10,2007/12/01,8,1,7,1
FR22010,PM10,2007/12/02,7,1,6,1
FR22010,PM10,2007/12/03,6,1,5,1
FR22010,PM10,2007/12/04,15,1,14,1
FR22010,PM10,2007/12/05,10,1,9,1
FR22010,PM10,2007/12/06,13,1,12,1
FR22010,PM10,2007/12/07,7,1,5,1
FR22010,PM10,2007/12/08,7,1,6,1
FR22010,PM10,2007/12/09,5,1,5,1
FR22010,PM10,2007/12/10,8,1,7,1
FR22010,PM10,2007/12/11,14,1,12,1
FR22010,PM10,2007/12/12,19,1,17,1
FR22010,PM10,2007/12/13,17,1,16,1
FR22010,PM10,2007/12/14,12,1,10,1
FR22010,PM10,2007/12/15,12,1,11,1
FR22010,PM10,2007/12/16,19,1,18,1
FR22010,PM10,2007/12/17,24,1,24,1
FR22010,PM10,2007/12/18,29,1,28,1
FR22010,PM10,2007/12/19,40,1,40,1
FR22010,PM10,2007/12/20,36,1,35,1
FR22010,PM10,2007/12/21,84,1,78,1
FR22010,PM10,2007/12/22,74,1,72,1
FR22010,PM10,2007/12/23,121,1,114,1
FR22010,PM10,2007/12/24,105,1,88,1
FR22010,PM10,2007/12/25,51,1,50,1
FR22010,PM10,2007/12/26,50,1,44,1
FR22010,PM10,2007/12/27,21,1,20,1
FR22010,PM10,2007/12/28,13,1,11,1
FR22010,PM10,2007/12/29,14,1,12,1
FR22010,PM10,2007/12/30,13,1,13,1
FR22010,PM10,2007/12/31,18,1,17,1
FR22012,PM10,2007/01/01,-999,-1,8,1
FR22012,PM10,2007/01/02,-999,-1,11,1
FR22012,PM10,2007/01/03,-999,-1,17,1
FR22012,PM10,2007/01/04,-999,-1,11,1
FR22012,PM10,2007/01/05,-999,-1,15,1
FR22012,PM10,2007/01/06,-999,-1,7,1
FR22012,PM10,2007/01/07,-999,-1,8,1
FR22012,PM10,2007/01/08,-999,-1,8,1
FR22012,PM10,2007/01/09,-999,-1,5,1
FR22012,PM10,2007/01/10,-999,-1,-999,-1
FR22012,PM10,2007/01/11,-999,-1,9,1
FR22012,PM10,2007/01/12,-999,-1,30,1
FR22012,PM10,2007/01/13,-999,-1,5,1
FR22012,PM10,2007/01/14,-999,-1,15,1
FR22012,PM10,2007/01/15,-999,-1,36,1
FR22012,PM10,2007/01/16,-999,-1,15,1
FR22012,PM10,2007/01/17,-999,-1,20,1
FR22012,PM10,2007/01/18,-999,-1,5,1
FR22012,PM10,2007/01/19,-999,-1,6,1
FR22012,PM10,2007/01/20,-999,-1,8,1
FR22012,PM10,2007/01/21,-999,-1,11,1
FR22012,PM10,2007/01/22,-999,-1,25,1
FR22012,PM10,2007/01/23,-999,-1,10,1
FR22012,PM10,2007/01/24,-999,-1,15,1
FR22012,PM10,2007/01/25,-999,-1,17,1
FR22012,PM10,2007/01/26,-999,-1,-999,-1
FR22012,PM10,2007/01/27,-999,-1,-999,-1
FR22012,PM10,2007/01/28,-999,-1,18,1
FR22012,PM10,2007/01/29,-999,-1,19,1
FR22012,PM10,2007/01/30,-999,-1,26,1
FR22012,PM10,2007/01/31,-999,-1,22,1
FR22012,PM10,2007/02/01,-999,-1,27,1
FR22012,PM10,2007/02/02,-999,-1,34,1
FR22012,PM10,2007/02/03,-999,-1,-999,-1
FR22012,PM10,2007/02/04,-999,-1,-999,-1
FR22012,PM10,2007/02/05,22,1,22,1
FR22012,PM10,2007/02/06,26,1,24,1
FR22012,PM10,2007/02/07,18,1,16,1
FR22012,PM10,2007/02/08,-999,-1,-999,-1
FR22012,PM10,2007/02/09,15,1,14,1
FR22012,PM10,2007/02/10,12,1,11,1
FR22012,PM10,2007/02/11,10,1,9,1
FR22012,PM10,2007/02/12,14,1,10,1
FR22012,PM10,2007/02/13,16,1,13,1
FR22012,PM10,2007/02/14,13,1,12,1
FR22012,PM10,2007/02/15,23,1,21,1
FR22012,PM10,2007/02/16,24,1,21,1
FR22012,PM10,2007/02/17,-999,-1,-999,-1
FR22012,PM10,2007/02/18,-999,-1,-999,-1
FR22012,PM10,2007/02/19,-999,-1,-999,-1
FR22012,PM10,2007/02/20,-999,-1,-999,-1
FR22012,PM10,2007/02/21,-999,-1,-999,-1
FR22012,PM10,2007/02/22,22,1,20,1
FR22012,PM10,2007/02/23,30,1,27,1
FR22012,PM10,2007/02/24,13,1,11,1
FR22012,PM10,2007/02/25,5,1,5,1
FR22012,PM10,2007/02/26,12,1,11,1
FR22012,PM10,2007/02/27,16,1,13,1
FR22012,PM10,2007/02/28,7,1,6,1
FR22012,PM10,2007/03/01,7,1,5,1
FR22012,PM10,2007/03/02,17,1,15,1
FR22012,PM10,2007/03/03,10,1,8,1
FR22012,PM10,2007/03/04,16,1,15,1
FR22012,PM10,2007/03/05,15,1,13,1
FR22012,PM10,2007/03/06,13,1,12,1
FR22012,PM10,2007/03/07,15,1,14,1
FR22012,PM10,2007/03/08,41,1,39,1
FR22012,PM10,2007/03/09,36,1,34,1
FR22012,PM10,2007/03/10,28,1,26,1
FR22012,PM10,2007/03/11,38,1,35,1
FR22012,PM10,2007/03/12,29,1,25,1
FR22012,PM10,2007/03/13,55,1,48,1
FR22012,PM10,2007/03/14,81,1,56,1
FR22012,PM10,2007/03/15,54,1,37,1
FR22012,PM10,2007/03/16,89,1,63,1
FR22012,PM10,2007/03/17,33,1,28,1
FR22012,PM10,2007/03/18,9,1,8,1
FR22012,PM10,2007/03/19,11,1,9,1
FR22012,PM10,2007/03/20,18,1,17,1
FR22012,PM10,2007/03/21,21,1,18,1
FR22012,PM10,2007/03/22,13,1,12,1
FR22012,PM10,2007/03/23,12,1,11,1
FR22012,PM10,2007/03/24,16,1,14,1
FR22012,PM10,2007/03/25,21,1,19,1
FR22012,PM10,2007/03/26,32,1,31,1
FR22012,PM10,2007/03/27,43,1,42,1
FR22012,PM10,2007/03/28,51,1,48,1
FR22012,PM10,2007/03/29,23,1,21,1
FR22012,PM10,2007/03/30,-999,-1,-999,-1
FR22012,PM10,2007/03/31,25,1,23,1
FR22012,PM10,2007/04/01,44,1,42,1
FR22012,PM10,2007/04/02,44,1,42,1
FR22012,PM10,2007/04/03,52,1,48,1
FR22012,PM10,2007/04/04,14,1,13,1
FR22012,PM10,2007/04/05,21,1,18,1
FR22012,PM10,2007/04/06,23,1,19,1
FR22012,PM10,2007/04/07,40,1,32,1
FR22012,PM10,2007/04/08,17,1,13,1
FR22012,PM10,2007/04/09,23,1,20,1
FR22012,PM10,2007/04/10,32,1,29,1
FR22012,PM10,2007/04/11,31,1,29,1
FR22012,PM10,2007/04/12,30,1,26,1
FR22012,PM10,2007/04/13,34,1,32,1
FR22012,PM10,2007/04/14,32,1,30,1
FR22012,PM10,2007/04/15,29,1,26,1
FR22012,PM10,2007/04/16,29,1,25,1
FR22012,PM10,2007/04/17,46,1,39,1
FR22012,PM10,2007/04/18,31,1,27,1
FR22012,PM10,2007/04/19,26,1,25,1
FR22012,PM10,2007/04/20,30,1,27,1
FR22012,PM10,2007/04/21,25,1,22,1
FR22012,PM10,2007/04/22,25,1,22,1
FR22012,PM10,2007/04/23,36,1,32,1
FR22012,PM10,2007/04/24,38,1,37,1
FR22012,PM10,2007/04/25,38,1,32,1
FR22012,PM10,2007/04/26,34,1,30,1
FR22012,PM10,2007/04/27,35,1,31,1
FR22012,PM10,2007/04/28,32,1,29,1
FR22012,PM10,2007/04/29,29,1,28,1
FR22012,PM10,2007/04/30,21,1,19,1
FR22012,PM10,2007/05/01,-999,-1,-999,-1
FR22012,PM10,2007/05/02,26,1,23,1
FR22012,PM10,2007/05/03,38,1,36,1
FR22012,PM10,2007/05/04,33,1,31,1
FR22012,PM10,2007/05/05,27,1,25,1
FR22012,PM10,2007/05/06,25,1,22,1
FR22012,PM10,2007/05/07,20,1,19,1
FR22012,PM10,2007/05/08,9,1,7,1
FR22012,PM10,2007/05/09,12,1,11,1
FR22012,PM10,2007/05/10,19,1,17,1
FR22012,PM10,2007/05/11,21,1,19,1
FR22012,PM10,2007/05/12,16,1,15,1
FR22012,PM10,2007/05/13,21,1,20,1
FR22012,PM10,2007/05/14,16,1,15,1
FR22012,PM10,2007/05/15,14,1,12,1
FR22012,PM10,2007/05/16,10,1,9,1
FR22012,PM10,2007/05/17,10,1,10,1
FR22012,PM10,2007/05/18,15,1,15,1
FR22012,PM10,2007/05/19,16,1,16,1
FR22012,PM10,2007/05/20,15,1,15,1
FR22012,PM10,2007/05/21,24,1,24,1
FR22012,PM10,2007/05/22,28,1,28,1
FR22012,PM10,2007/05/23,40,1,36,1
FR22012,PM10,2007/05/24,33,1,31,1
FR22012,PM10,2007/05/25,46,1,43,1
FR22012,PM10,2007/05/26,40,1,38,1
FR22012,PM10,2007/05/27,18,1,17,1
FR22012,PM10,2007/05/28,10,1,8,1
FR22012,PM10,2007/05/29,16,1,15,1
FR22012,PM10,2007/05/30,18,1,15,1
FR22012,PM10,2007/05/31,13,1,12,1
FR22012,PM10,2007/06/01,13,1,11,1
FR22012,PM10,2007/06/02,20,1,18,1
FR22012,PM10,2007/06/03,16,1,14,1
FR22012,PM10,2007/06/04,37,1,36,1
FR22012,PM10,2007/06/05,33,1,31,1
FR22012,PM10,2007/06/06,34,1,33,1
FR22012,PM10,2007/06/07,32,1,31,1
FR22012,PM10,2007/06/08,32,1,30,1
FR22012,PM10,2007/06/09,31,1,29,1
FR22012,PM10,2007/06/10,29,1,26,1
FR22012,PM10,2007/06/11,20,1,18,1
FR22012,PM10,2007/06/12,30,1,28,1
FR22012,PM10,2007/06/13,27,1,26,1
FR22012,PM10,2007/06/14,18,1,17,1
FR22012,PM10,2007/06/15,14,1,13,1
FR22012,PM10,2007/06/16,13,1,12,1
FR22012,PM10,2007/06/17,11,1,11,1
FR22012,PM10,2007/06/18,15,1,15,1
FR22012,PM10,2007/06/19,15,1,14,1
FR22012,PM10,2007/06/20,23,1,19,1
FR22012,PM10,2007/06/21,19,1,16,1
FR22012,PM10,2007/06/22,13,1,12,1
FR22012,PM10,2007/06/23,9,1,8,1
FR22012,PM10,2007/06/24,10,1,10,1
FR22012,PM10,2007/06/25,11,1,11,1
FR22012,PM10,2007/06/26,-999,-1,-999,-1
FR22012,PM10,2007/06/27,13,1,11,1
FR22012,PM10,2007/06/28,12,1,10,1
FR22012,PM10,2007/06/29,12,1,12,1
FR22012,PM10,2007/06/30,10,1,9,1
FR22012,PM10,2007/07/01,13,1,12,1
FR22012,PM10,2007/07/02,12,1,11,1
FR22012,PM10,2007/07/03,9,1,8,1
FR22012,PM10,2007/07/04,12,1,11,1
FR22012,PM10,2007/07/05,12,1,12,1
FR22012,PM10,2007/07/06,16,1,14,1
FR22012,PM10,2007/07/07,18,1,18,1
FR22012,PM10,2007/07/08,17,1,16,1
FR22012,PM10,2007/07/09,12,1,12,1
FR22012,PM10,2007/07/10,12,1,11,1
FR22012,PM10,2007/07/11,13,1,12,1
FR22012,PM10,2007/07/12,17,1,17,1
FR22012,PM10,2007/07/13,17,1,14,1
FR22012,PM10,2007/07/14,24,1,22,1
FR22012,PM10,2007/07/15,25,1,22,1
FR22012,PM10,2007/07/16,24,1,20,1
FR22012,PM10,2007/07/17,23,1,22,1
FR22012,PM10,2007/07/18,29,1,26,1
FR22012,PM10,2007/07/19,20,1,19,1
FR22012,PM10,2007/07/20,19,1,16,1
FR22012,PM10,2007/07/21,17,1,14,1
FR22012,PM10,2007/07/22,8,1,8,1
FR22012,PM10,2007/07/23,15,1,13,1
FR22012,PM10,2007/07/24,11,1,10,1
FR22012,PM10,2007/07/25,17,1,16,1
FR22012,PM10,2007/07/26,17,1,15,1
FR22012,PM10,2007/07/27,17,1,17,1
FR22012,PM10,2007/07/28,14,1,12,1
FR22012,PM10,2007/07/29,11,1,9,1
FR22012,PM10,2007/07/30,12,1,9,1
FR22012,PM10,2007/07/31,15,1,14,1
FR22012,PM10,2007/08/01,19,1,17,1
FR22012,PM10,2007/08/02,20,1,19,1
FR22012,PM10,2007/08/03,28,1,26,1
FR22012,PM10,2007/08/04,20,1,18,1
FR22012,PM10,2007/08/05,21,1,17,1
FR22012,PM10,2007/08/06,25,1,22,1
FR22012,PM10,2007/08/07,16,1,13,1
FR22012,PM10,2007/08/08,18,1,16,1
FR22012,PM10,2007/08/09,11,1,8,1
FR22012,PM10,2007/08/10,11,1,9,1
FR22012,PM10,2007/08/11,26,1,22,1
FR22012,PM10,2007/08/12,27,1,23,1
FR22012,PM10,2007/08/13,17,1,15,1
FR22012,PM10,2007/08/14,18,1,18,1
FR22012,PM10,2007/08/15,14,1,14,1
FR22012,PM10,2007/08/16,13,1,11,1
FR22012,PM10,2007/08/17,14,1,12,1
FR22012,PM10,2007/08/18,15,1,12,1
FR22012,PM10,2007/08/19,13,1,12,1
FR22012,PM10,2007/08/20,7,1,6,1
FR22012,PM10,2007/08/21,15,1,12,1
